	tu	genes
1850	TU1TQS1008	SAUSA300_RS09500
1852	TU1TQS1009	SAUSA300_RS09505
1853	TU1TQS1010	SAUSA300_RS09510
1854	TU1TQS1011	SAUSA300_RS09515
1856	TU1TQS1012	SAUSA300_RS09520
1855	TU1TQS1012	SAUSA300_RS09525
1857	TU1TQS1013	SAUSA300_RS09530
1858	TU1TQS1014	SAUSA300_RS09535
1861	TU1TQS1015	SAUSA300_RS09540
1860	TU1TQS1015	SAUSA300_RS09545
1859	TU1TQS1015	SAUSA300_RS09550
1862	TU1TQS1016	SAUSA300_RS09555
1863	TU1TQS1017	SAUSA300_RS09560
1864	TU1TQS1729	SAUSA300_RS09565
1865	TU1TQS1019	SAUSA300_RS09570
1866	TU1TQS1020	SAUSA300_RS09575
1869	TU1TQS1021	SAUSA300_RS09580
1868	TU1TQS1021	SAUSA300_RS09585
1867	TU1TQS1021	SAUSA300_RS09590
1870	TU1TQS1022	SAUSA300_RS09595
1871	TU1TQS1023	SAUSA300_RS09600
1872	TU1TQS1024	SAUSA300_RS09605
1873	TU1TQS1025	SAUSA300_RS09610
1874	TU1TQS1026	SAUSA300_RS09615
1875	TU1TQS1027	SAUSA300_RS09620
1876	TU1TQS1028	SAUSA300_RS09625
1877	TU1TQS1728	SAUSA300_RS09630
1883	TU1TQS1029	SAUSA300_RS09640
1882	TU1TQS1029	SAUSA300_RS09645
1881	TU1TQS1029	SAUSA300_RS09650
1880	TU1TQS1029	SAUSA300_RS09655
1879	TU1TQS1029	SAUSA300_RS09660
1878	TU1TQS1029	SAUSA300_RS09665
1885	TU1TQS1030	SAUSA300_RS09670
1886	TU1TQS1031	SAUSA300_RS09675
1888	TU1TQS1032	SAUSA300_RS09680
1887	TU1TQS1032	SAUSA300_RS09685
1890	TU1TQS1033	SAUSA300_RS09690
1889	TU1TQS1033	SAUSA300_RS09695
1891	TU1TQS1035	SAUSA300_RS09700
1898	TU1TQS1036	SAUSA300_RS09705
1897	TU1TQS1036	SAUSA300_RS09710
1896	TU1TQS1036	SAUSA300_RS09715
1895	TU1TQS1036	SAUSA300_RS09720
1894	TU1TQS1036	SAUSA300_RS09725
1893	TU1TQS1036	SAUSA300_RS09730
1892	TU1TQS1036	SAUSA300_RS09735
1899	TU1TQS1037	SAUSA300_RS09740
1900	TU1TQS1726	SAUSA300_RS09745
1904	TU1TQS1038	SAUSA300_RS09750
1903	TU1TQS1038	SAUSA300_RS09755
1902	TU1TQS1038	SAUSA300_RS09760
1901	TU1TQS1038	SAUSA300_RS09765
1905	TU1TQS1725	SAUSA300_RS09770
1907	TU1TQS1039	SAUSA300_RS09775
1906	TU1TQS1039	SAUSA300_RS09780
1908	TU1TQS1040	SAUSA300_RS09785
1909	TU1TQS1041	SAUSA300_RS09790
1910	TU1TQS1043	SAUSA300_RS09795
1911	TU1TQS1044	SAUSA300_RS09800
1914	TU1TQS1045	SAUSA300_RS09805
1913	TU1TQS1045	SAUSA300_RS09810
1912	TU1TQS1045	SAUSA300_RS09815
1915	TU1TQS1046	SAUSA300_RS09820
1916	TU1TQS1047	SAUSA300_RS09825
1917	TU1TQS1048	SAUSA300_RS09830
1918	TU1TQS1049	SAUSA300_RS09835
1920	TU1TQS1050	SAUSA300_RS09840
1919	TU1TQS1050	SAUSA300_RS09845
1921	TU1TQS1723	SAUSA300_RS09850
1922	TU1TQS1051	SAUSA300_RS09855
1923	TU1TQS1052	SAUSA300_RS09860
2997	TU1TQS1053	SAUSA300_RS09865
1925	TU1TQS1054	SAUSA300_RS09870
1924	TU1TQS1054	SAUSA300_RS09875
1927	TU1TQS1055	SAUSA300_RS09880
1926	TU1TQS1055	SAUSA300_RS09885
1929	TU1TQS1056	SAUSA300_RS09890
1928	TU1TQS1056	SAUSA300_RS09895
1930	TU1TQS1057	SAUSA300_RS09900
2999	TU1TQS1058	SAUSA300_RS09905
1931	TU1TQS1059	SAUSA300_RS09910
1956	TU1TQS1060	SAUSA300_RS09915
1955	TU1TQS1060	SAUSA300_RS09920
1954	TU1TQS1060	SAUSA300_RS09925
1953	TU1TQS1060	SAUSA300_RS09930
1952	TU1TQS1060	SAUSA300_RS09935
1951	TU1TQS1060	SAUSA300_RS09940
1950	TU1TQS1060	SAUSA300_RS09945
1949	TU1TQS1060	SAUSA300_RS09950
1948	TU1TQS1060	SAUSA300_RS09955
1947	TU1TQS1060	SAUSA300_RS09960
1946	TU1TQS1060	SAUSA300_RS09965
1945	TU1TQS1060	SAUSA300_RS09970
1944	TU1TQS1060	SAUSA300_RS09975
1943	TU1TQS1060	SAUSA300_RS09980
1942	TU1TQS1060	SAUSA300_RS09985
1941	TU1TQS1060	SAUSA300_RS09990
1940	TU1TQS1060	SAUSA300_RS09995
1939	TU1TQS1060	SAUSA300_RS10000
1938	TU1TQS1060	SAUSA300_RS10005
1937	TU1TQS1060	SAUSA300_RS10010
1936	TU1TQS1060	SAUSA300_RS10015
1935	TU1TQS1060	SAUSA300_RS10020
1934	TU1TQS1060	SAUSA300_RS10025
1933	TU1TQS1060	SAUSA300_RS10030
1932	TU1TQS1060	SAUSA300_RS10035
1957	TU1TQS1061	SAUSA300_RS10040
1959	TU1TQS1062	SAUSA300_RS10045
1958	TU1TQS1062	SAUSA300_RS10050
1960	TU1TQS1063	SAUSA300_RS10055
1961	TU1TQS1064	SAUSA300_RS10060
1963	TU1TQS1065	SAUSA300_RS10065
1962	TU1TQS1065	SAUSA300_RS10070
1964	TU1TQS1066	SAUSA300_RS10075
1965	TU1TQS1067	SAUSA300_RS10080
1967	TU1TQS1068	SAUSA300_RS10085
1966	TU1TQS1068	SAUSA300_RS10090
1968	TU1TQS1069	SAUSA300_RS10095
1969	TU1TQS1070	SAUSA300_RS10100
1970	TU1TQS1071	SAUSA300_RS10105
1971	TU1TQS1072	SAUSA300_RS10110
1974	TU1TQS1073	SAUSA300_RS10115
1973	TU1TQS1073	SAUSA300_RS10120
1972	TU1TQS1073	SAUSA300_RS10125
1975	TU1TQS1074	SAUSA300_RS10130
1976	TU1TQS1075	SAUSA300_RS10135
1977	TU1TQS1076	SAUSA300_RS10140
1978	TU1TQS1077	SAUSA300_RS10145
1979	TU1TQS1722	SAUSA300_RS10150
1980	TU1TQS1078	SAUSA300_RS10155
1982	TU1TQS1079	SAUSA300_RS10160
1981	TU1TQS1079	SAUSA300_RS10165
1984	TU1TQS1080	SAUSA300_RS10170
1983	TU1TQS1080	SAUSA300_RS10175
1985	TU1TQS1081	SAUSA300_RS10180
1989	TU1TQS1082	SAUSA300_RS10185
1988	TU1TQS1082	SAUSA300_RS10190
1987	TU1TQS1082	SAUSA300_RS10195
1986	TU1TQS1082	SAUSA300_RS10200
1990	TU1TQS1083	SAUSA300_RS10205
1991	TU1TQS1084	SAUSA300_RS10215
1993	TU1TQS1086	SAUSA300_RS10230
1992	TU1TQS1086	SAUSA300_RS10235
1995	TU1TQS1087	SAUSA300_RS10240
1994	TU1TQS1087	SAUSA300_RS10245
1996	TU1TQS1721	SAUSA300_RS10250
1997	TU1TQS1720	SAUSA300_RS10255
1998	TU1TQS1719	SAUSA300_RS10260
1999	TU1TQS1088	SAUSA300_RS10265
2000	TU1TQS1089	SAUSA300_RS10270
2001	TU1TQS1090	SAUSA300_RS10275
2002	TU1TQS1091	SAUSA300_RS10280
2006	TU1TQS1092	SAUSA300_RS10285
2005	TU1TQS1092	SAUSA300_RS10290
2004	TU1TQS1092	SAUSA300_RS10295
2003	TU1TQS1092	SAUSA300_RS10300
2007	TU1TQS1717	SAUSA300_RS10305
2011	TU1TQS1093	SAUSA300_RS10310
2010	TU1TQS1093	SAUSA300_RS10315
2009	TU1TQS1093	SAUSA300_RS10320
2008	TU1TQS1093	SAUSA300_RS10325
2012	TU1TQS1094	SAUSA300_RS10330
2013	TU1TQS1095	SAUSA300_RS10335
2015	TU1TQS1097	SAUSA300_RS10340
2014	TU1TQS1097	SAUSA300_RS10345
2017	TU1TQS1098	SAUSA300_RS10350
2016	TU1TQS1098	SAUSA300_RS10355
2019	TU1TQS1099	SAUSA300_RS10360
2018	TU1TQS1099	SAUSA300_RS10365
2021	TU1TQS1100	SAUSA300_RS10370
2020	TU1TQS1100	SAUSA300_RS10375
2022	TU1TQS1101	SAUSA300_RS10380
2023	TU1TQS1102	SAUSA300_RS10385
2024	TU1TQS1103	SAUSA300_RS10390
2025	TU1TQS1104	SAUSA300_RS10395
2026	TU1TQS1105	SAUSA300_RS10400
2027	TU1TQS1716	SAUSA300_RS10405
2028	TU1TQS1715	SAUSA300_RS10410
2029	TU1TQS1714	SAUSA300_RS10415
2030	TU1TQS1713	SAUSA300_RS10420
2031	TU1TQS1107	SAUSA300_RS10425
2032	TU1TQS1712	SAUSA300_RS10430
2034	TU1TQS1108	SAUSA300_RS10435
2033	TU1TQS1108	SAUSA300_RS10440
2035	TU1TQS1109	SAUSA300_RS10445
2036	TU1TQS1711	SAUSA300_RS10450
2041	TU1TQS1110	SAUSA300_RS10455
2040	TU1TQS1110	SAUSA300_RS10460
2039	TU1TQS1110	SAUSA300_RS10465
2038	TU1TQS1110	SAUSA300_RS10470
2037	TU1TQS1110	SAUSA300_RS10475
2042	TU1TQS1111	SAUSA300_RS10480
2043	TU1TQS1112	SAUSA300_RS10485
2044	TU1TQS1710	SAUSA300_RS10490
2046	TU1TQS1113	SAUSA300_RS10495
2045	TU1TQS1113	SAUSA300_RS10500
2047	TU1TQS1114	SAUSA300_RS10505
2048	TU1TQS1116	SAUSA300_RS10520
2049	TU1TQS1709	SAUSA300_RS10525
2050	TU1TQS1708	SAUSA300_RS10530
2051	TU1TQS1117	SAUSA300_RS10535
2052	TU1TQS1120	SAUSA300_RS10540
2054	TU1TQS1121	SAUSA300_RS10545
2053	TU1TQS1121	SAUSA300_RS10550
2055	TU1TQS1706	SAUSA300_RS10555
2056	TU1TQS1123	SAUSA300_RS10565
2057	TU1TQS1124	SAUSA300_RS10570
2061	TU1TQS1125	SAUSA300_RS10575
2060	TU1TQS1125	SAUSA300_RS10580
2059	TU1TQS1125	SAUSA300_RS10585
2058	TU1TQS1125	SAUSA300_RS10590
2062	TU1TQS1126	SAUSA300_RS10600
2073	TU1TQS1128	SAUSA300_RS10605
2072	TU1TQS1128	SAUSA300_RS10610
2071	TU1TQS1128	SAUSA300_RS10615
2070	TU1TQS1128	SAUSA300_RS10620
2069	TU1TQS1128	SAUSA300_RS10625
2068	TU1TQS1128	SAUSA300_RS10630
2067	TU1TQS1128	SAUSA300_RS10635
2066	TU1TQS1128	SAUSA300_RS10640
2065	TU1TQS1128	SAUSA300_RS10645
2064	TU1TQS1128	SAUSA300_RS10650
2063	TU1TQS1128	SAUSA300_RS10655
2074	TU1TQS1129	SAUSA300_RS10660
2091	TU1TQS1130	SAUSA300_RS10665
2090	TU1TQS1130	SAUSA300_RS10670
2089	TU1TQS1130	SAUSA300_RS10675
2088	TU1TQS1130	SAUSA300_RS10680
2087	TU1TQS1130	SAUSA300_RS10685
2086	TU1TQS1130	SAUSA300_RS10690
2085	TU1TQS1130	SAUSA300_RS10695
2084	TU1TQS1130	SAUSA300_RS10700
2083	TU1TQS1130	SAUSA300_RS10705
2082	TU1TQS1130	SAUSA300_RS10710
2081	TU1TQS1130	SAUSA300_RS10715
2080	TU1TQS1130	SAUSA300_RS10720
2079	TU1TQS1130	SAUSA300_RS10725
2078	TU1TQS1130	SAUSA300_RS10730
2077	TU1TQS1130	SAUSA300_RS10735
2076	TU1TQS1130	SAUSA300_RS10740
2075	TU1TQS1130	SAUSA300_RS10745
2096	TU1TQS1131	SAUSA300_RS10750
2095	TU1TQS1131	SAUSA300_RS10755
2093	TU1TQS1131	SAUSA300_RS10760
2092	TU1TQS1131	SAUSA300_RS10765
2098	TU1TQS1132	SAUSA300_RS10770
2097	TU1TQS1132	SAUSA300_RS10775
2099	TU1TQS1705	SAUSA300_RS10780
2100	TU1TQS1704	SAUSA300_RS10785
2101	TU1TQS1703	SAUSA300_RS10790
2104	TU1TQS1133	SAUSA300_RS10795
2103	TU1TQS1133	SAUSA300_RS10800
2102	TU1TQS1133	SAUSA300_RS10805
2107	TU1TQS1134	SAUSA300_RS10810
2106	TU1TQS1134	SAUSA300_RS10815
2105	TU1TQS1134	SAUSA300_RS10820
2108	TU1TQS1135	SAUSA300_RS10825
2109	TU1TQS1136	SAUSA300_RS10830
2110	TU1TQS1137	SAUSA300_RS10835
2111	TU1TQS1138	SAUSA300_RS10840
2113	TU1TQS1139	SAUSA300_RS10845
2112	TU1TQS1139	SAUSA300_RS10850
2114	TU1TQS1140	SAUSA300_RS10855
2115	TU1TQS1142	SAUSA300_RS10860
2116	TU1TQS1143	SAUSA300_RS10865
2117	TU1TQS1144	SAUSA300_RS10870
2118	TU1TQS1146	SAUSA300_RS10875
2119	TU1TQS1147	SAUSA300_RS10880
2121	TU1TQS1148	SAUSA300_RS10885
2120	TU1TQS1148	SAUSA300_RS10890
2122	TU1TQS1149	SAUSA300_RS10900
2123	TU1TQS1150	SAUSA300_RS10905
2124	TU1TQS1701	SAUSA300_RS10910
2125	TU1TQS1700	SAUSA300_RS10915
2126	TU1TQS1151	SAUSA300_RS10920
2127	TU1TQS1153	SAUSA300_RS10925
2128	TU1TQS1699	SAUSA300_RS10930
2130	TU1TQS1154	SAUSA300_RS10935
2129	TU1TQS1154	SAUSA300_RS10940
2132	TU1TQS1155	SAUSA300_RS10945
2131	TU1TQS1155	SAUSA300_RS10950
2133	TU1TQS1156	SAUSA300_RS10955
2135	TU1TQS1157	SAUSA300_RS10960
2134	TU1TQS1157	SAUSA300_RS10965
2136	TU1TQS1158	SAUSA300_RS10970
2137	TU1TQS1159	SAUSA300_RS10975
2138	TU1TQS1160	SAUSA300_RS10980
2139	TU1TQS1161	SAUSA300_RS10985
2140	TU1TQS1162	SAUSA300_RS10990
2141	TU1TQS1698	SAUSA300_RS10995
2142	TU1TQS1697	SAUSA300_RS11000
2143	TU1TQS1696	SAUSA300_RS11005
2147	TU1TQS1163	SAUSA300_RS11010
2146	TU1TQS1163	SAUSA300_RS11015
2145	TU1TQS1163	SAUSA300_RS11020
2144	TU1TQS1163	SAUSA300_RS11025
2148	TU1TQS1164	SAUSA300_RS11030
2157	TU1TQS1165	SAUSA300_RS11035
2156	TU1TQS1165	SAUSA300_RS11040
2155	TU1TQS1165	SAUSA300_RS11045
2154	TU1TQS1165	SAUSA300_RS11050
2153	TU1TQS1165	SAUSA300_RS11055
2152	TU1TQS1165	SAUSA300_RS11060
2151	TU1TQS1165	SAUSA300_RS11065
2150	TU1TQS1165	SAUSA300_RS11070
2149	TU1TQS1165	SAUSA300_RS11075
2158	TU1TQS1166	SAUSA300_RS11085
2159	TU1TQS1167	SAUSA300_RS11090
2160	TU1TQS1168	SAUSA300_RS11095
2162	TU1TQS1170	SAUSA300_RS11110
2161	TU1TQS1170	SAUSA300_RS11115
2163	TU1TQS1171	SAUSA300_RS11120
2164	TU1TQS1172	SAUSA300_RS11125
2165	TU1TQS1173	SAUSA300_RS11130
2166	TU1TQS1174	SAUSA300_RS11135
2167	TU1TQS1695	SAUSA300_RS11140
2169	TU1TQS1175	SAUSA300_RS11145
2168	TU1TQS1175	SAUSA300_RS11150
2170	TU1TQS1176	SAUSA300_RS11155
2174	TU1TQS1177	SAUSA300_RS11160
2173	TU1TQS1177	SAUSA300_RS11165
2172	TU1TQS1177	SAUSA300_RS11170
2171	TU1TQS1177	SAUSA300_RS11175
2178	TU1TQS1178	SAUSA300_RS11180
2177	TU1TQS1178	SAUSA300_RS11185
2176	TU1TQS1178	SAUSA300_RS11190
2175	TU1TQS1178	SAUSA300_RS11195
2180	TU1TQS1179	SAUSA300_RS11200
2179	TU1TQS1179	SAUSA300_RS11205
2181	TU1TQS1180	SAUSA300_RS11210
2183	TU1TQS1181	SAUSA300_RS11215
2182	TU1TQS1181	SAUSA300_RS11220
2184	TU1TQS1694	SAUSA300_RS11225
2185	TU1TQS1182	SAUSA300_RS11230
2187	TU1TQS1183	SAUSA300_RS11235
2186	TU1TQS1183	SAUSA300_RS11240
2189	TU1TQS1184	SAUSA300_RS11245
2188	TU1TQS1184	SAUSA300_RS11250
2191	TU1TQS1185	SAUSA300_RS11255
2190	TU1TQS1185	SAUSA300_RS11260
2192	TU1TQS1186	SAUSA300_RS11265
2196	TU1TQS1187	SAUSA300_RS11270
2195	TU1TQS1187	SAUSA300_RS11275
2194	TU1TQS1187	SAUSA300_RS11280
2193	TU1TQS1187	SAUSA300_RS11285
2197	TU1TQS1188	SAUSA300_RS11295
2198	TU1TQS1189	SAUSA300_RS11300
2199	TU1TQS1692	SAUSA300_RS11305
2201	TU1TQS1190	SAUSA300_RS11310
2200	TU1TQS1190	SAUSA300_RS11315
2202	TU1TQS1191	SAUSA300_RS11320
2203	TU1TQS1192	SAUSA300_RS11325
2209	TU1TQS1193	SAUSA300_RS11330
2208	TU1TQS1193	SAUSA300_RS11335
2207	TU1TQS1193	SAUSA300_RS11340
2206	TU1TQS1193	SAUSA300_RS11345
2205	TU1TQS1193	SAUSA300_RS11350
2204	TU1TQS1193	SAUSA300_RS11355
2210	TU1TQS1194	SAUSA300_RS11360
2212	TU1TQS1195	SAUSA300_RS11365
2211	TU1TQS1195	SAUSA300_RS11370
2216	TU1TQS1196	SAUSA300_RS11375
2215	TU1TQS1196	SAUSA300_RS11380
2214	TU1TQS1196	SAUSA300_RS11385
2213	TU1TQS1196	SAUSA300_RS11390
2217	TU1TQS1198	SAUSA300_RS11420
2218	TU1TQS1199	SAUSA300_RS11425
2219	TU1TQS1200	SAUSA300_RS11430
2221	TU1TQS1201	SAUSA300_RS11435
2220	TU1TQS1201	SAUSA300_RS11440
2222	TU1TQS1202	SAUSA300_RS11445
2223	TU1TQS1691	SAUSA300_RS11450
2224	TU1TQS1203	SAUSA300_RS11455
2225	TU1TQS1204	SAUSA300_RS11460
2226	TU1TQS1205	SAUSA300_RS11465
2227	TU1TQS1690	SAUSA300_RS11475
2228	TU1TQS1206	SAUSA300_RS11480
2230	TU1TQS1207	SAUSA300_RS11485
2229	TU1TQS1207	SAUSA300_RS11490
2231	TU1TQS1689	SAUSA300_RS11495
2233	TU1TQS1208	SAUSA300_RS11500
2232	TU1TQS1208	SAUSA300_RS11505
2234	TU1TQS1688	SAUSA300_RS11510
2235	TU1TQS1687	SAUSA300_RS11515
2236	TU1TQS1686	SAUSA300_RS11520
2237	TU1TQS1209	SAUSA300_RS11525
2238	TU1TQS1210	SAUSA300_RS11530
2239	TU1TQS1211	SAUSA300_RS11535
2241	TU1TQS1212	SAUSA300_RS11540
2240	TU1TQS1212	SAUSA300_RS11545
2242	TU1TQS1213	SAUSA300_RS11550
2244	TU1TQS1214	SAUSA300_RS11555
2243	TU1TQS1214	SAUSA300_RS11560
2245	TU1TQS1215	SAUSA300_RS11565
2246	TU1TQS1216	SAUSA300_RS11570
2247	TU1TQS1217	SAUSA300_RS11575
2248	TU1TQS1218	SAUSA300_RS11580
2249	TU1TQS1685	SAUSA300_RS11585
2250	TU1TQS1219	SAUSA300_RS11590
2251	TU1TQS1220	SAUSA300_RS11595
2252	TU1TQS1221	SAUSA300_RS11600
2256	TU1TQS1222	SAUSA300_RS11605
2255	TU1TQS1222	SAUSA300_RS11610
2254	TU1TQS1222	SAUSA300_RS11615
2253	TU1TQS1222	SAUSA300_RS11620
2257	TU1TQS1223	SAUSA300_RS11625
2260	TU1TQS1224	SAUSA300_RS11630
2259	TU1TQS1224	SAUSA300_RS11635
2258	TU1TQS1224	SAUSA300_RS11640
2261	TU1TQS1225	SAUSA300_RS11645
2262	TU1TQS1226	SAUSA300_RS11650
2269	TU1TQS1228	SAUSA300_RS11655
2268	TU1TQS1228	SAUSA300_RS11660
2267	TU1TQS1228	SAUSA300_RS11665
2266	TU1TQS1228	SAUSA300_RS11670
2265	TU1TQS1228	SAUSA300_RS11675
2264	TU1TQS1228	SAUSA300_RS11680
2263	TU1TQS1228	SAUSA300_RS11685
2270	TU1TQS1229	SAUSA300_RS11690
2271	TU1TQS1230	SAUSA300_RS11695
2272	TU1TQS1231	SAUSA300_RS11700
2273	TU1TQS1232	SAUSA300_RS11705
2274	TU1TQS1233	SAUSA300_RS11710
2275	TU1TQS1234	SAUSA300_RS11715
2276	TU1TQS1235	SAUSA300_RS11720
2278	TU1TQS1236	SAUSA300_RS11725
2277	TU1TQS1236	SAUSA300_RS11730
2279	TU1TQS1237	SAUSA300_RS11735
2280	TU1TQS1684	SAUSA300_RS11740
2281	TU1TQS1238	SAUSA300_RS11745
2284	TU1TQS1239	SAUSA300_RS11750
2283	TU1TQS1239	SAUSA300_RS11755
2282	TU1TQS1239	SAUSA300_RS11760
2285	TU1TQS1683	SAUSA300_RS11765
2288	TU1TQS1240	SAUSA300_RS11770
2287	TU1TQS1240	SAUSA300_RS11775
2286	TU1TQS1240	SAUSA300_RS11780
2289	TU1TQS1241	SAUSA300_RS11785
2290	TU1TQS1243	SAUSA300_RS11805
2292	TU1TQS1244	SAUSA300_RS11810
2291	TU1TQS1244	SAUSA300_RS11815
2293	TU1TQS1245	SAUSA300_RS11820
2294	TU1TQS1246	SAUSA300_RS11825
2295	TU1TQS1247	SAUSA300_RS11830
2296	TU1TQS1248	SAUSA300_RS11835
2297	TU1TQS1250	SAUSA300_RS11875
2299	TU1TQS1251	SAUSA300_RS11880
2298	TU1TQS1251	SAUSA300_RS11885
2300	TU1TQS1252	SAUSA300_RS11890
2301	TU1TQS1253	SAUSA300_RS11895
2302	TU1TQS1254	SAUSA300_RS11900
2303	TU1TQS1255	SAUSA300_RS11905
2305	TU1TQS1256	SAUSA300_RS11910
2304	TU1TQS1256	SAUSA300_RS11915
2306	TU1TQS1257	SAUSA300_RS11920
2307	TU1TQS1258	SAUSA300_RS11925
2308	TU1TQS1682	SAUSA300_RS11930
2310	TU1TQS1259	SAUSA300_RS11935
2309	TU1TQS1259	SAUSA300_RS11940
2311	TU1TQS1681	SAUSA300_RS11945
2312	TU1TQS1260	SAUSA300_RS11950
2313	TU1TQS1261	SAUSA300_RS11955
2315	TU1TQS1262	SAUSA300_RS11960
2314	TU1TQS1262	SAUSA300_RS11965
2317	TU1TQS1263	SAUSA300_RS11970
2316	TU1TQS1263	SAUSA300_RS11975
2319	TU1TQS1264	SAUSA300_RS11985
2318	TU1TQS1264	SAUSA300_RS11990
2323	TU1TQS1265	SAUSA300_RS11995
2322	TU1TQS1265	SAUSA300_RS12000
2321	TU1TQS1265	SAUSA300_RS12005
2320	TU1TQS1265	SAUSA300_RS12010
2325	TU1TQS1266	SAUSA300_RS12015
2324	TU1TQS1266	SAUSA300_RS12020
2329	TU1TQS1267	SAUSA300_RS12025
2328	TU1TQS1267	SAUSA300_RS12030
2327	TU1TQS1267	SAUSA300_RS12035
2326	TU1TQS1267	SAUSA300_RS12040
2347	TU1TQS1268	SAUSA300_RS12045
2346	TU1TQS1268	SAUSA300_RS12050
2345	TU1TQS1268	SAUSA300_RS12055
2344	TU1TQS1268	SAUSA300_RS12060
2343	TU1TQS1268	SAUSA300_RS12065
2342	TU1TQS1268	SAUSA300_RS12070
2341	TU1TQS1268	SAUSA300_RS12075
2340	TU1TQS1268	SAUSA300_RS12080
2339	TU1TQS1268	SAUSA300_RS12085
2338	TU1TQS1268	SAUSA300_RS12090
2337	TU1TQS1268	SAUSA300_RS12095
2336	TU1TQS1268	SAUSA300_RS12100
2335	TU1TQS1268	SAUSA300_RS12105
2334	TU1TQS1268	SAUSA300_RS12110
2333	TU1TQS1268	SAUSA300_RS12115
2332	TU1TQS1268	SAUSA300_RS12120
2331	TU1TQS1268	SAUSA300_RS12125
2330	TU1TQS1268	SAUSA300_RS12130
2352	TU1TQS1269	SAUSA300_RS12135
2351	TU1TQS1269	SAUSA300_RS12140
2350	TU1TQS1269	SAUSA300_RS12145
2349	TU1TQS1269	SAUSA300_RS12150
2348	TU1TQS1269	SAUSA300_RS12155
2353	TU1TQS1680	SAUSA300_RS12160
2354	TU1TQS1270	SAUSA300_RS12165
2356	TU1TQS1271	SAUSA300_RS12170
2355	TU1TQS1271	SAUSA300_RS12175
2357	TU1TQS1272	SAUSA300_RS12180
2358	TU1TQS1273	SAUSA300_RS12185
2359	TU1TQS1274	SAUSA300_RS12190
2360	TU1TQS1275	SAUSA300_RS12195
2361	TU1TQS1276	SAUSA300_RS12200
2362	TU1TQS1277	SAUSA300_RS12205
2363	TU1TQS1278	SAUSA300_RS12210
2364	TU1TQS1279	SAUSA300_RS12215
2365	TU1TQS1679	SAUSA300_RS12220
2366	TU1TQS1678	SAUSA300_RS12225
2368	TU1TQS1280	SAUSA300_RS12230
2367	TU1TQS1280	SAUSA300_RS12235
2369	TU1TQS1677	SAUSA300_RS12240
2370	TU1TQS1676	SAUSA300_RS12245
2376	TU1TQS1281	SAUSA300_RS12260
2375	TU1TQS1281	SAUSA300_RS12265
2374	TU1TQS1281	SAUSA300_RS12270
2373	TU1TQS1281	SAUSA300_RS12275
2372	TU1TQS1281	SAUSA300_RS12280
2371	TU1TQS1281	SAUSA300_RS12285
2377	TU1TQS1673	SAUSA300_RS12290
2379	TU1TQS1282	SAUSA300_RS12295
2378	TU1TQS1282	SAUSA300_RS12300
2382	TU1TQS1283	SAUSA300_RS12305
2381	TU1TQS1283	SAUSA300_RS12310
2380	TU1TQS1283	SAUSA300_RS12315
2383	TU1TQS1672	SAUSA300_RS12320
2384	TU1TQS1284	SAUSA300_RS12325
2385	TU1TQS1285	SAUSA300_RS12330
2386	TU1TQS1286	SAUSA300_RS12335
2387	TU1TQS1287	SAUSA300_RS12340
2388	TU1TQS1288	SAUSA300_RS12345
2389	TU1TQS1289	SAUSA300_RS12350
2396	TU1TQS1290	SAUSA300_RS12355
2395	TU1TQS1290	SAUSA300_RS12360
2394	TU1TQS1290	SAUSA300_RS12365
2393	TU1TQS1290	SAUSA300_RS12370
2392	TU1TQS1290	SAUSA300_RS12375
2391	TU1TQS1290	SAUSA300_RS12380
2390	TU1TQS1290	SAUSA300_RS12385
2397	TU1TQS1671	SAUSA300_RS12390
2398	TU1TQS1670	SAUSA300_RS12395
2399	TU1TQS1291	SAUSA300_RS12400
2401	TU1TQS1292	SAUSA300_RS12405
2400	TU1TQS1292	SAUSA300_RS12410
2402	TU1TQS1669	SAUSA300_RS12415
2403	TU1TQS1293	SAUSA300_RS12420
2404	TU1TQS1294	SAUSA300_RS12425
2405	TU1TQS1295	SAUSA300_RS12430
2406	TU1TQS1296	SAUSA300_RS12435
2407	TU1TQS1297	SAUSA300_RS12440
2408	TU1TQS1298	SAUSA300_RS12445
2409	TU1TQS1299	SAUSA300_RS12450
2410	TU1TQS1300	SAUSA300_RS12455
2411	TU1TQS1301	SAUSA300_RS12460
2412	TU1TQS1302	SAUSA300_RS12465
2414	TU1TQS1303	SAUSA300_RS12470
2413	TU1TQS1303	SAUSA300_RS12475
2415	TU1TQS1304	SAUSA300_RS12480
2416	TU1TQS1305	SAUSA300_RS12485
2417	TU1TQS1306	SAUSA300_RS12490
2418	TU1TQS1307	SAUSA300_RS12495
2419	TU1TQS1668	SAUSA300_RS12500
2420	TU1TQS1308	SAUSA300_RS12505
2421	TU1TQS1309	SAUSA300_RS12510
2422	TU1TQS1667	SAUSA300_RS12515
2424	TU1TQS1310	SAUSA300_RS12520
2423	TU1TQS1310	SAUSA300_RS12525
2426	TU1TQS1311	SAUSA300_RS12530
2425	TU1TQS1311	SAUSA300_RS12535
2427	TU1TQS1312	SAUSA300_RS12540
2428	TU1TQS1666	SAUSA300_RS12545
2429	TU1TQS1665	SAUSA300_RS12550
2430	TU1TQS1664	SAUSA300_RS12555
2431	TU1TQS1313	SAUSA300_RS12560
2432	TU1TQS1314	SAUSA300_RS12565
2433	TU1TQS1315	SAUSA300_RS12570
